entry_date,exit_date,entry_px,exit_px,bars_held,exit_reason,gross_pts,gross_usd,cost_usd,net_usd,entry_rsi,ret_pct,notional_usd,mae_pct,mfe_pct,symbol,year
2009-10-01,2009-10-06,1670.5,1700.75,3,rsi_target,30.25,605.0,14.0,591.0,7.942604022449828,0.018108350793175697,33410.0,-0.012421430709368452,0.02439389404369949,NQ,2009
2009-10-27,2009-11-04,1719.75,1686.75,6,rsi_target,-33.0,-660.0,14.0,-674.0,4.986961700257567,-0.019188835586567816,34395.0,-0.040412850705044336,0.0018898095653437999,NQ,2009
2009-10-28,2009-11-05,1038.5,1063.25,6,rsi_target,24.75,1237.5,29.0,1208.5,2.9105698964665123,0.023832450649975925,51925.0,-0.01203659123736158,0.02455464612421762,ES,2009
2009-11-20,2009-11-23,1763.5,1791.25,1,rsi_target,27.75,555.0,14.0,541.0,8.630224427914314,0.015735752764389,35270.0,-0.0007088176920895946,0.021689821377941593,NQ,2009
2009-12-31,2010-01-04,1110.75,1128.75,1,rsi_target,18.0,900.0,29.0,871.0,6.9406845595934925,0.016205266711681297,55537.5,0.0022507314877335135,0.017105559306774702,ES,2010
2010-01-22,2010-02-02,1091.0,1097.25,7,rsi_target,6.25,312.5,29.0,283.5,5.2107712906687595,0.0057286892758936754,54550.0,-0.022456461961503207,0.011457378551787351,ES,2010
2010-01-22,2010-02-03,1797.75,1785.5,8,rsi_target,-12.25,-245.0,14.0,-259.0,5.781542283762619,-0.006814073146989292,35955.0,-0.03671255736337088,0.01446252259769156,NQ,2010
2010-02-08,2010-02-11,1056.0,1076.5,3,rsi_target,20.5,1025.0,29.0,996.0,8.056028820396207,0.019412878787878788,52800.0,-0.001893939393939394,0.020833333333333332,ES,2010
2010-04-27,2010-04-29,1181.0,1205.25,2,rsi_target,24.25,1212.5,29.0,1183.5,9.761734846660815,0.020533446232006775,59050.0,-0.0035986452159187127,0.021380186282811176,ES,2010
2010-05-06,2010-05-10,1122.5,1156.5,2,rsi_target,34.0,1700.0,29.0,1671.0,4.466552284814554,0.030289532293986638,56125.0,-0.028285077951002227,0.03518930957683741,ES,2010
2010-05-06,2010-05-12,1886.0,1972.75,4,rsi_target,86.75,1735.0,14.0,1721.0,4.677345779126512,0.04599681866383881,37720.0,-0.042550371155885475,0.0478525980911983,NQ,2010
